Index,Factor,Shape Factor,nInfluencePoints
1007,7.2,0.0509117,29
1008,7.2,0.0509117,29
1009,7.2,0.0509117,29
1010,7.2,0.0509117,29
1011,7.2,0.0509117,30
1012,8,0.0565685,29
1013,9.6,0.0678823,24
1014,9.9,0.0700036,24
1015,8.3,0.0586899,27
1016,7.2,0.0509117,30
1017,7.2,0.0509117,29
1018,7.2,0.0509117,29
1019,7.2,0.0509117,29
1020,7.2,0.0509117,29
1021,7.2,0.0509117,29
1022,7.2,0.0509117,29
1023,7.2,0.0509117,29
1024,7.2,0.0509117,29
1025,7.2,0.0509117,29
1026,7.2,0.0509117,29
1027,7.2,0.0509117,29
1028,7.2,0.0509117,29
1029,7.2,0.0509117,29
1030,7.2,0.0509117,29
1031,7.2,0.0509117,29
1032,7.2,0.0509117,29
1033,7.2,0.0509117,29
1034,7.2,0.0509117,29
1035,7.2,0.0509117,29
1036,7.2,0.0509117,29
1037,7.2,0.0509117,29
1038,7.2,0.0509117,29
1039,7.2,0.0509117,29
1040,7.2,0.0509117,29
1041,7.2,0.0509117,29
1042,7.2,0.0509117,29
1043,7.2,0.0509117,29
1044,7.2,0.0509117,29
1045,7.2,0.0509117,29
1046,7.2,0.0509117,29
1047,7.2,0.0509117,29
1048,7.2,0.0509117,29
1049,7.2,0.0509117,29
1050,7.2,0.0509117,29
1051,7.2,0.0509117,29
1052,7.2,0.0509117,29
1053,7.2,0.0509117,29
1054,7.2,0.0509117,29
1055,7.2,0.0509117,29
1056,7.2,0.0509117,29
1057,7.2,0.0509117,29
1058,7.2,0.0509117,29
1059,7.2,0.0509117,29
1060,7.2,0.0509117,30
1061,8.3,0.0586899,27
1062,9.9,0.0700036,24
1063,9.6,0.0678823,24
1064,8,0.0565685,29
1065,7.2,0.0509117,30
1066,7.2,0.0509117,29
1067,7.2,0.0509117,29
1068,7.2,0.0509117,29
1069,7.2,0.0509117,29
1070,7.2,0.0509117,29
1071,7.2,0.0509117,29
1072,7.2,0.0509117,29
1073,7.2,0.0509117,29
1074,7.2,0.0509117,29
1075,7.2,0.0509117,29
1076,7.2,0.0509117,29
1077,7.2,0.0509117,29
1078,7.2,0.0509117,29
1079,7.2,0.0509117,29
1080,7.2,0.0509117,29
1081,7.2,0.0509117,29
1082,7.2,0.0509117,29
1083,7.2,0.0509117,29
1084,7.2,0.0509117,29
1085,7.2,0.0509117,29
1086,7.2,0.0509117,29
1087,7.2,0.0509117,29
1088,7.2,0.0509117,29
1089,7.2,0.0509117,29
1090,7.2,0.0509117,29
1091,7.2,0.0509117,29
1092,7.2,0.0509117,29
1093,7.2,0.0509117,29
1094,7.2,0.0509117,29
1095,7.2,0.0509117,29
1096,7.2,0.0509117,29
1097,7.2,0.0509117,29
1098,7.2,0.0509117,29
1099,7.2,0.0509117,29
1100,7.2,0.0509117,29
1101,7.2,0.0509117,29
1102,7.2,0.0509117,29
1103,7.2,0.0509117,29
1104,7.2,0.0509117,29
1105,7.2,0.0509117,29
1106,7.2,0.0509117,29
1107,7.2,0.0509117,29
1108,7.2,0.0509117,29
1109,7.2,0.0509117,30
1110,8,0.0565685,29
1111,9.6,0.0678823,24
1112,9.9,0.0700036,24
1113,8.3,0.0586899,27
1114,7.2,0.0509117,30
1115,7.2,0.0509117,29
1116,7.2,0.0509117,29
1117,7.2,0.0509117,29
1118,7.2,0.0509117,29
1119,7.2,0.0509117,29
1120,7.2,0.0509117,29
1121,7.2,0.0509117,29
1122,7.2,0.0509117,29
1123,7.2,0.0509117,29
1124,7.2,0.0509117,29
1125,7.2,0.0509117,29
1126,7.2,0.0509117,29
1127,7.2,0.0509117,29
1128,7.2,0.0509117,29
1129,7.2,0.0509117,29
1130,7.2,0.0509117,29
1131,7.2,0.0509117,29
1132,7.2,0.0509117,29
1133,7.2,0.0509117,29
1134,7.2,0.0509117,29
1135,7.2,0.0509117,29
1136,7.2,0.0509117,29
1137,7.2,0.0509117,29
1138,7.2,0.0509117,29
1139,7.2,0.0509117,29
1140,7.2,0.0509117,29
1141,7.2,0.0509117,29
1142,7.2,0.0509117,29
1143,7.2,0.0509117,29
1144,7.2,0.0509117,29
1145,7.2,0.0509117,29
1146,7.2,0.0509117,29
1147,7.2,0.0509117,29
1148,7.2,0.0509117,29
1149,7.2,0.0509117,29
1150,7.2,0.0509117,29
1151,7.2,0.0509117,29
1152,7.2,0.0509117,29
1153,7.2,0.0509117,29
1154,7.2,0.0509117,29
1155,7.2,0.0509117,29
1156,7.2,0.0509117,29
1157,7.2,0.0509117,29
1158,7.2,0.0509117,30
1159,8.3,0.0586899,27
1160,9.9,0.0700036,24
1161,9.6,0.0678823,24
1162,8,0.0565685,29
1163,7.2,0.0509117,30
1164,7.2,0.0509117,29
1165,7.2,0.0509117,29
1166,7.2,0.0509117,29
1167,7.2,0.0509117,29
1168,7.2,0.0509117,29
1169,7.2,0.0509117,29
1170,7.2,0.0509117,29
1171,7.2,0.0509117,29
1172,7.2,0.0509117,29
1173,7.2,0.0509117,29
1174,7.2,0.0509117,29
1175,7.2,0.0509117,29
1176,7.2,0.0509117,29
1177,7.2,0.0509117,29
1178,7.2,0.0509117,29
1179,7.2,0.0509117,29
1180,7.2,0.0509117,29
1181,7.2,0.0509117,29
1182,7.2,0.0509117,29
1183,7.2,0.0509117,29
1184,7.2,0.0509117,29
1185,7.2,0.0509117,29
1186,7.2,0.0509117,29
1187,7.2,0.0509117,29
1188,7.2,0.0509117,29
1189,7.2,0.0509117,29
1190,7.2,0.0509117,29
1191,7.2,0.0509117,29
1192,7.2,0.0509117,29
1193,7.2,0.0509117,29
1194,7.2,0.0509117,29
1195,7.2,0.0509117,29
1196,7.2,0.0509117,29
1197,7.2,0.0509117,29
1198,7.2,0.0509117,29
1199,7.2,0.0509117,29
1200,7.2,0.0509117,29
1201,7.2,0.0509117,29
1202,7.2,0.0509117,29
1203,7.2,0.0509117,29
1204,7.2,0.0509117,29
1205,7.2,0.0509117,29
1206,7.2,0.0509117,29
1207,7.2,0.0509117,30
1208,8,0.0565685,29
1209,9.6,0.0678823,24
1210,9.9,0.0700036,24
1211,8.3,0.0586899,27
1212,7.2,0.0509117,30
1213,7.2,0.0509117,29
1214,7.2,0.0509117,29
1215,7.2,0.0509117,29
1216,7.2,0.0509117,29
1217,7.2,0.0509117,29
1218,7.2,0.0509117,29
1219,7.2,0.0509117,29
1220,7.2,0.0509117,29
1221,7.2,0.0509117,29
1222,7.2,0.0509117,29
1223,7.2,0.0509117,29
1224,7.2,0.0509117,29
1225,7.2,0.0509117,29
1226,7.2,0.0509117,29
1227,7.2,0.0509117,29
1228,7.2,0.0509117,29
1229,7.2,0.0509117,29
1230,7.2,0.0509117,29
1231,7.2,0.0509117,29
1232,7.2,0.0509117,29
1233,7.2,0.0509117,29
1234,7.2,0.0509117,29
1235,7.2,0.0509117,29
1236,7.2,0.0509117,29
1237,7.2,0.0509117,29
1238,7.2,0.0509117,29
1239,7.2,0.0509117,29
1240,7.2,0.0509117,29
1241,7.2,0.0509117,29
1242,7.2,0.0509117,29
1243,7.2,0.0509117,29
1244,7.2,0.0509117,29
1245,7.2,0.0509117,29
1246,7.2,0.0509117,29
1247,7.2,0.0509117,29
1248,7.2,0.0509117,29
1249,7.2,0.0509117,29
1250,7.2,0.0509117,29
1251,7.2,0.0509117,29
1252,7.2,0.0509117,29
1253,7.2,0.0509117,29
1254,7.2,0.0509117,29
1255,7.2,0.0509117,29
1256,7.2,0.0509117,30
1257,8.3,0.0586899,27
1258,9.9,0.0700036,24
1259,9.6,0.0678823,24
1260,8,0.0565685,29
1261,7.2,0.0509117,30
1262,7.2,0.0509117,29
1263,7.2,0.0509117,29
1264,7.2,0.0509117,29
1265,7.2,0.0509117,29
1266,7.2,0.0509117,29
1267,7.2,0.0509117,29
1268,7.2,0.0509117,29
1269,7.2,0.0509117,29
1270,7.2,0.0509117,29
1271,7.2,0.0509117,29
1272,7.2,0.0509117,29
1273,7.2,0.0509117,29
1274,7.2,0.0509117,29
1275,7.2,0.0509117,29
1276,7.2,0.0509117,29
1277,7.2,0.0509117,29
1278,7.2,0.0509117,29
1279,7.2,0.0509117,29
1280,7.2,0.0509117,29
1281,7.2,0.0509117,29
1282,7.2,0.0509117,29
1283,7.2,0.0509117,29
1284,7.2,0.0509117,29
1285,7.2,0.0509117,29
1286,7.2,0.0509117,29
1287,7.2,0.0509117,29
1288,7.2,0.0509117,29
1289,7.2,0.0509117,29
1290,7.2,0.0509117,29
1291,7.2,0.0509117,29
1292,7.2,0.0509117,29
1293,7.2,0.0509117,29
1294,7.2,0.0509117,29
1295,7.2,0.0509117,29
1296,7.2,0.0509117,29
1297,7.2,0.0509117,29
1298,7.2,0.0509117,29
1299,7.2,0.0509117,29
1300,7.2,0.0509117,29
1301,7.2,0.0509117,29
1302,7.2,0.0509117,29
1303,7.2,0.0509117,29
1304,7.2,0.0509117,29
1305,7.2,0.0509117,30
1306,8,0.0565685,29
1307,9.6,0.0678823,24
1308,9.9,0.0700036,24
1309,8.3,0.0586899,27
1310,7.2,0.0509117,30
1311,7.2,0.0509117,29
1312,7.2,0.0509117,29
1313,7.2,0.0509117,29
1314,7.2,0.0509117,29
1315,7.2,0.0509117,29
1316,7.2,0.0509117,29
1317,7.2,0.0509117,29
1318,7.2,0.0509117,29
1319,7.2,0.0509117,29
1320,7.2,0.0509117,29
1321,7.2,0.0509117,29
1322,7.2,0.0509117,29
1323,7.2,0.0509117,29
1324,7.2,0.0509117,29
1325,7.2,0.0509117,29
1326,7.2,0.0509117,29
1327,7.2,0.0509117,29
1328,7.2,0.0509117,29
1329,7.2,0.0509117,29
1330,7.2,0.0509117,29
1331,7.2,0.0509117,29
1332,7.2,0.0509117,29
1333,7.2,0.0509117,29
1334,7.2,0.0509117,29
1335,7.2,0.0509117,29
1336,7.2,0.0509117,29
1337,7.2,0.0509117,29
1338,7.2,0.0509117,29
1339,7.2,0.0509117,29
1340,7.2,0.0509117,29
1341,7.2,0.0509117,29
1342,7.2,0.0509117,29
1343,7.2,0.0509117,29
1344,7.2,0.0509117,29
1345,7.2,0.0509117,29
1346,7.2,0.0509117,29
1347,7.2,0.0509117,29
1348,7.2,0.0509117,29
1349,7.2,0.0509117,29
1350,7.2,0.0509117,29
1351,7.2,0.0509117,29
1352,7.2,0.0509117,29
1353,7.2,0.0509117,29
1354,7.2,0.0509117,30
1355,8.3,0.0586899,27
1356,9.9,0.0700036,24
1357,9.6,0.0678823,24
1358,8,0.0565685,29
1359,7.2,0.0509117,30
1360,7.2,0.0509117,29
1361,7.2,0.0509117,29
1362,7.2,0.0509117,29
1363,7.2,0.0509117,29
1364,7.2,0.0509117,29
1365,7.2,0.0509117,29
1366,7.2,0.0509117,29
1367,7.2,0.0509117,29
1368,7.2,0.0509117,29
1369,7.2,0.0509117,29
1370,7.2,0.0509117,29
1371,7.2,0.0509117,29
1372,7.2,0.0509117,29
1373,7.2,0.0509117,29
1374,7.2,0.0509117,29
1375,7.2,0.0509117,29
1376,7.2,0.0509117,29
1377,7.2,0.0509117,29
1378,7.2,0.0509117,29
1379,7.2,0.0509117,29
1380,7.2,0.0509117,29
1381,7.2,0.0509117,29
1382,7.2,0.0509117,29
1383,7.2,0.0509117,29
1384,7.2,0.0509117,29
1385,7.2,0.0509117,29
1386,7.2,0.0509117,29
1387,7.2,0.0509117,29
1388,7.2,0.0509117,29
1389,7.2,0.0509117,29
1390,7.2,0.0509117,29
1391,7.2,0.0509117,29
1392,7.2,0.0509117,29
1393,7.2,0.0509117,29
1394,7.2,0.0509117,29
1395,7.2,0.0509117,29
1396,7.2,0.0509117,29
1397,7.2,0.0509117,29
1398,7.2,0.0509117,29
1399,7.2,0.0509117,29
1400,7.2,0.0509117,29
1401,7.2,0.0509117,29
1402,7.2,0.0509117,29
1403,7.2,0.0509117,30
1404,8,0.0565685,29
1405,9.6,0.0678823,24
1406,9.9,0.0700036,24
1407,8.3,0.0586899,27
1408,7.2,0.0509117,30
1409,7.2,0.0509117,29
1410,7.2,0.0509117,29
1411,7.2,0.0509117,29
1412,7.2,0.0509117,29
1413,7.2,0.0509117,29
1414,7.2,0.0509117,29
1415,7.2,0.0509117,29
1416,7.2,0.0509117,29
1417,7.2,0.0509117,29
1418,7.2,0.0509117,29
1419,7.2,0.0509117,29
1420,7.2,0.0509117,29
1421,7.2,0.0509117,29
1422,7.2,0.0509117,29
1423,7.2,0.0509117,29
1424,7.2,0.0509117,29
1425,7.2,0.0509117,29
1426,7.2,0.0509117,29
1427,7.2,0.0509117,29
1428,7.2,0.0509117,29
1429,7.2,0.0509117,29
1430,7.2,0.0509117,29
1431,7.2,0.0509117,29
1432,7.2,0.0509117,29
1433,7.2,0.0509117,29
1434,7.2,0.0509117,29
1435,7.2,0.0509117,29
1436,7.2,0.0509117,29
1437,7.2,0.0509117,29
1438,7.2,0.0509117,29
1439,7.2,0.0509117,29
1440,7.2,0.0509117,29
1441,7.2,0.0509117,29
1442,7.2,0.0509117,29
1443,7.2,0.0509117,29
1444,7.2,0.0509117,29
1445,7.2,0.0509117,29
1446,7.2,0.0509117,29
1447,7.2,0.0509117,29
1448,7.2,0.0509117,29
1449,7.2,0.0509117,29
1450,7.2,0.0509117,29
1451,7.2,0.0509117,29
1452,7.2,0.0509117,30
1453,8.3,0.0586899,27
1454,9.9,0.0700036,24
1455,9.6,0.0678823,24
1456,8,0.0565685,29
1457,7.2,0.0509117,30
1458,7.2,0.0509117,29
1459,7.2,0.0509117,29
1460,7.2,0.0509117,29
1461,7.2,0.0509117,29
1462,7.2,0.0509117,29
1463,7.2,0.0509117,29
1464,7.2,0.0509117,29
1465,7.2,0.0509117,29
1466,7.2,0.0509117,29
1467,7.2,0.0509117,29
1468,7.2,0.0509117,29
1469,7.2,0.0509117,29
1470,7.2,0.0509117,29
1471,7.2,0.0509117,29
1472,7.2,0.0509117,29
1473,7.2,0.0509117,29
1474,7.2,0.0509117,29
1475,7.2,0.0509117,29
1476,7.2,0.0509117,29
1477,7.2,0.0509117,29
1478,7.2,0.0509117,29
1479,7.2,0.0509117,29
1480,7.2,0.0509117,29
1481,7.2,0.0509117,29
1482,7.2,0.0509117,29
1483,7.2,0.0509117,29
1484,7.2,0.0509117,29
1485,7.2,0.0509117,29
1486,7.2,0.0509117,29
1487,7.2,0.0509117,29
1488,7.2,0.0509117,29
1489,7.2,0.0509117,29
1490,7.2,0.0509117,29
1491,7.2,0.0509117,29
1492,7.2,0.0509117,29
1493,7.2,0.0509117,29
1494,7.2,0.0509117,29
1495,7.2,0.0509117,29
1496,7.2,0.0509117,29
1497,7.2,0.0509117,29
1498,7.2,0.0509117,29
1499,7.2,0.0509117,29
1500,7.2,0.0509117,29
1501,7.2,0.0509117,30
1502,8,0.0565685,29
1503,9.6,0.0678823,24
1504,9.9,0.0700036,24
1505,8.3,0.0586899,27
1506,7.2,0.0509117,30
1507,7.2,0.0509117,29
1508,7.2,0.0509117,29
1509,7.2,0.0509117,29
1510,7.2,0.0509117,29
1511,7.2,0.0509117,29
1512,7.2,0.0509117,29
1513,7.2,0.0509117,29
1514,7.2,0.0509117,29
1515,7.2,0.0509117,29
1516,7.2,0.0509117,29
1517,7.2,0.0509117,29
1518,7.2,0.0509117,29
1519,7.2,0.0509117,29
1520,7.2,0.0509117,29
1521,7.2,0.0509117,29
1522,7.2,0.0509117,29
1523,7.2,0.0509117,29
1524,7.2,0.0509117,29
1525,7.2,0.0509117,29
1526,7.2,0.0509117,29
1527,7.2,0.0509117,29
1528,7.2,0.0509117,29
1529,7.2,0.0509117,29
1530,7.2,0.0509117,29
1531,7.2,0.0509117,29
1532,7.2,0.0509117,29
1533,7.2,0.0509117,29
1534,7.2,0.0509117,29
1535,7.2,0.0509117,29
1536,7.2,0.0509117,29
1537,7.2,0.0509117,29
1538,7.2,0.0509117,29
1539,7.2,0.0509117,29
1540,7.2,0.0509117,29
1541,7.2,0.0509117,29
1542,7.2,0.0509117,29
1543,7.2,0.0509117,29
1544,7.2,0.0509117,29
1545,7.2,0.0509117,29
1546,7.2,0.0509117,29
1547,7.2,0.0509117,29
1548,7.2,0.0509117,29
1549,7.2,0.0509117,29
1550,7.2,0.0509117,30
1551,8.3,0.0586899,27
1552,9.9,0.0700036,24
1553,9.6,0.0678823,24
1554,8,0.0565685,29
1555,7.2,0.0509117,30
1556,7.2,0.0509117,29
1557,7.2,0.0509117,29
1558,7.2,0.0509117,29
1559,7.2,0.0509117,29
1560,7.2,0.0509117,29
1561,7.2,0.0509117,29
1562,7.2,0.0509117,29
1563,7.2,0.0509117,29
1564,7.2,0.0509117,29
1565,7.2,0.0509117,29
1566,7.2,0.0509117,29
1567,7.2,0.0509117,29
1568,7.2,0.0509117,29
1569,7.2,0.0509117,29
1570,7.2,0.0509117,29
1571,7.2,0.0509117,29
1572,7.2,0.0509117,29
1573,7.2,0.0509117,29
1574,7.2,0.0509117,29
1575,7.2,0.0509117,29
1576,7.2,0.0509117,29
1577,7.2,0.0509117,29
1578,7.2,0.0509117,29
1579,7.2,0.0509117,29
1580,7.2,0.0509117,29
1581,7.2,0.0509117,29
1582,7.2,0.0509117,29
1583,7.2,0.0509117,29
1584,7.2,0.0509117,29
1585,7.2,0.0509117,29
1586,7.2,0.0509117,29
1587,7.2,0.0509117,29
1588,7.2,0.0509117,29
1589,7.2,0.0509117,29
1590,7.2,0.0509117,29
1591,7.2,0.0509117,29
1592,7.2,0.0509117,29
1593,7.2,0.0509117,29
1594,7.2,0.0509117,29
1595,7.2,0.0509117,29
1596,7.2,0.0509117,29
1597,7.2,0.0509117,29
1598,7.2,0.0509117,29
1599,7.2,0.0509117,30
1600,8,0.0565685,29
1601,9.6,0.0678823,24
1602,9.9,0.0700036,24
1603,8.3,0.0586899,27
1604,7.2,0.0509117,30
1605,7.2,0.0509117,29
1606,7.2,0.0509117,29
1607,7.2,0.0509117,29
1608,7.2,0.0509117,29
1609,7.2,0.0509117,29
1610,7.2,0.0509117,29
1611,7.2,0.0509117,29
1612,7.2,0.0509117,29
1613,7.2,0.0509117,29
1614,7.2,0.0509117,29
1615,7.2,0.0509117,29
1616,7.2,0.0509117,29
1617,7.2,0.0509117,29
1618,7.2,0.0509117,29
1619,7.2,0.0509117,29
1620,7.2,0.0509117,29
1621,7.2,0.0509117,29
1622,7.2,0.0509117,29
1623,7.2,0.0509117,29
1624,7.2,0.0509117,29
1625,7.2,0.0509117,29
1626,7.2,0.0509117,29
1627,7.2,0.0509117,29
1628,7.2,0.0509117,29
1629,7.2,0.0509117,29
1630,7.2,0.0509117,29
1631,7.2,0.0509117,29
1632,7.2,0.0509117,29
1633,7.2,0.0509117,29
1634,7.2,0.0509117,29
1635,7.2,0.0509117,29
1636,7.2,0.0509117,29
1637,7.2,0.0509117,29
1638,7.2,0.0509117,29
1639,7.2,0.0509117,29
1640,7.2,0.0509117,29
1641,7.2,0.0509117,29
1642,7.2,0.0509117,29
1643,7.2,0.0509117,29
1644,7.2,0.0509117,29
1645,7.2,0.0509117,29
1646,7.2,0.0509117,29
1647,7.2,0.0509117,29
1648,7.2,0.0509117,30
1649,8.3,0.0586899,27
1650,9.9,0.0700036,24
1651,9.6,0.0678823,24
1652,8,0.0565685,29
1653,7.2,0.0509117,30
1654,7.2,0.0509117,29
1655,7.2,0.0509117,29
1656,7.2,0.0509117,29
1657,7.2,0.0509117,29
1658,7.2,0.0509117,29
1659,7.2,0.0509117,29
1660,7.2,0.0509117,29
1661,7.2,0.0509117,29
1662,7.2,0.0509117,29
1663,7.2,0.0509117,29
1664,7.2,0.0509117,29
1665,7.2,0.0509117,29
1666,7.2,0.0509117,29
1667,7.2,0.0509117,29
1668,7.2,0.0509117,29
1669,7.2,0.0509117,29
1670,7.2,0.0509117,29
1671,7.2,0.0509117,29
1672,7.2,0.0509117,29
1673,7.2,0.0509117,29
1674,7.2,0.0509117,29
1675,7.2,0.0509117,29
1676,7.2,0.0509117,29
1677,7.2,0.0509117,29
1678,7.2,0.0509117,29
1679,7.2,0.0509117,29
1680,7.2,0.0509117,29
1681,7.2,0.0509117,29
1682,7.2,0.0509117,29
1683,7.2,0.0509117,29
1684,7.2,0.0509117,29
1685,7.2,0.0509117,29
1686,7.2,0.0509117,29
1687,7.2,0.0509117,29
1688,7.2,0.0509117,29
1689,7.2,0.0509117,29
1690,7.2,0.0509117,29
1691,7.2,0.0509117,29
1692,7.2,0.0509117,29
1693,7.2,0.0509117,29
1694,7.2,0.0509117,29
1695,7.2,0.0509117,29
1696,7.2,0.0509117,29
1697,7.2,0.0509117,30
1698,8,0.0565685,29
1699,9.6,0.0678823,24
1700,9.9,0.0700036,24
1701,8.3,0.0586899,27
1702,7.2,0.0509117,30
1703,7.2,0.0509117,29
1704,7.2,0.0509117,29
1705,7.2,0.0509117,29
1706,7.2,0.0509117,29
1707,7.2,0.0509117,29
1708,7.2,0.0509117,29
1709,7.2,0.0509117,29
1710,7.2,0.0509117,29
1711,7.2,0.0509117,29
1712,7.2,0.0509117,29
1713,7.2,0.0509117,29
1714,7.2,0.0509117,29
1715,7.2,0.0509117,29
1716,7.2,0.0509117,29
1717,7.2,0.0509117,29
1718,7.2,0.0509117,29
1719,7.2,0.0509117,29
1720,7.2,0.0509117,29
1721,7.2,0.0509117,29
1722,7.2,0.0509117,29
1723,7.2,0.0509117,29
1724,7.2,0.0509117,29
1725,7.2,0.0509117,29
1726,7.2,0.0509117,29
1727,7.2,0.0509117,29
1728,7.2,0.0509117,29
1729,7.2,0.0509117,29
1730,7.2,0.0509117,29
1731,7.2,0.0509117,29
1732,7.2,0.0509117,29
1733,7.2,0.0509117,29
1734,7.2,0.0509117,29
1735,7.2,0.0509117,29
1736,7.2,0.0509117,29
1737,7.2,0.0509117,29
1738,7.2,0.0509117,29
1739,7.2,0.0509117,29
1740,7.2,0.0509117,29
1741,7.2,0.0509117,29
1742,7.2,0.0509117,29
1743,7.2,0.0509117,29
1744,7.2,0.0509117,29
1745,7.2,0.0509117,29
1746,7.2,0.0509117,30
1747,8.3,0.0586899,27
1748,9.9,0.0700036,24
1749,9.6,0.0678823,24
1750,8,0.0565685,29
1751,7.2,0.0509117,30
1752,7.2,0.0509117,29
1753,7.2,0.0509117,29
1754,7.2,0.0509117,29
1755,7.2,0.0509117,29
1756,7.2,0.0509117,29
1757,7.2,0.0509117,29
1758,7.2,0.0509117,29
1759,7.2,0.0509117,29
1760,7.2,0.0509117,29
1761,7.2,0.0509117,29
1762,7.2,0.0509117,29
1763,7.2,0.0509117,29
1764,7.2,0.0509117,29
1765,7.2,0.0509117,29
1766,7.2,0.0509117,29
1767,7.2,0.0509117,29
1768,7.2,0.0509117,29
1769,7.2,0.0509117,29
1770,7.2,0.0509117,29
1771,7.2,0.0509117,29
1772,7.2,0.0509117,29
1773,7.2,0.0509117,29
1774,7.2,0.0509117,29
1775,7.2,0.0509117,29
1776,7.2,0.0509117,29
1777,7.2,0.0509117,29
1778,7.2,0.0509117,29
1779,7.2,0.0509117,29
1780,7.2,0.0509117,29
1781,7.2,0.0509117,29
1782,7.2,0.0509117,29
1783,7.2,0.0509117,29
1784,7.2,0.0509117,29
1785,7.2,0.0509117,29
1786,7.2,0.0509117,29
1787,7.2,0.0509117,29
1788,7.2,0.0509117,29
1789,7.2,0.0509117,29
1790,7.2,0.0509117,29
1791,7.2,0.0509117,29
1792,7.2,0.0509117,29
1793,7.2,0.0509117,29
1794,7.2,0.0509117,29
1795,7.2,0.0509117,30
1796,8,0.0565685,29
1797,9.6,0.0678823,24
1798,9.9,0.0700036,24
1799,8.3,0.0586899,27
1800,7.2,0.0509117,30
1801,7.2,0.0509117,29
1802,7.2,0.0509117,29
1803,7.2,0.0509117,29
1804,7.2,0.0509117,29
1805,7.2,0.0509117,29
1806,7.2,0.0509117,29
1807,7.2,0.0509117,29
1808,7.2,0.0509117,29
1809,7.2,0.0509117,29
1810,7.2,0.0509117,29
1811,7.2,0.0509117,29
1812,7.2,0.0509117,29
1813,7.2,0.0509117,29
1814,7.2,0.0509117,29
1815,7.2,0.0509117,29
1816,7.2,0.0509117,29
1817,7.2,0.0509117,29
1818,7.2,0.0509117,29
1819,7.2,0.0509117,29
1820,7.2,0.0509117,29
1821,7.2,0.0509117,29
1822,7.2,0.0509117,29
1823,7.2,0.0509117,29
1824,7.2,0.0509117,29
1825,7.2,0.0509117,29
1826,7.2,0.0509117,29
1827,7.2,0.0509117,29
1828,7.2,0.0509117,29
1829,7.2,0.0509117,29
1830,7.2,0.0509117,29
1831,7.2,0.0509117,29
1832,7.2,0.0509117,29
1833,7.2,0.0509117,29
1834,7.2,0.0509117,29
1835,7.2,0.0509117,29
1836,7.2,0.0509117,29
1837,7.2,0.0509117,29
1838,7.2,0.0509117,29
1839,7.2,0.0509117,29
1840,7.2,0.0509117,29
1841,7.2,0.0509117,29
1842,7.2,0.0509117,29
1843,7.2,0.0509117,29
1844,7.2,0.0509117,30
1845,8.3,0.0586899,27
1846,9.9,0.0700036,24
1847,9.6,0.0678823,24
1848,8,0.0565685,29
1849,7.2,0.0509117,30
1850,7.2,0.0509117,29
1851,7.2,0.0509117,29
1852,7.2,0.0509117,29
1853,7.2,0.0509117,29
1854,7.2,0.0509117,29
1855,7.2,0.0509117,28
1856,7.2,0.0509117,28
1857,7.2,0.0509117,28
1858,7.2,0.0509117,28
1859,7.2,0.0509117,28
1860,7.2,0.0509117,28
1861,7.2,0.0509117,28
1862,7.2,0.0509117,28
1863,7.2,0.0509117,28
1864,7.2,0.0509117,28
1865,7.2,0.0509117,28
1866,7.2,0.0509117,28
1867,7.2,0.0509117,28
1868,7.2,0.0509117,28
1869,7.2,0.0509117,28
1870,7.2,0.0509117,28
1871,7.2,0.0509117,28
1872,7.2,0.0509117,28
1873,7.2,0.0509117,28
1874,7.2,0.0509117,28
1875,7.2,0.0509117,28
1876,7.2,0.0509117,28
1877,7.2,0.0509117,28
1878,7.2,0.0509117,28
1879,7.2,0.0509117,28
1880,7.2,0.0509117,28
1881,7.2,0.0509117,28
1882,7.2,0.0509117,28
1883,7.2,0.0509117,28
1884,7.2,0.0509117,28
1885,7.2,0.0509117,28
1886,7.2,0.0509117,28
1887,7.2,0.0509117,28
1888,7.2,0.0509117,28
1889,7.2,0.0509117,28
1890,7.2,0.0509117,28
1891,7.2,0.0509117,28
1892,7.2,0.0509117,28
1893,7.2,0.0509117,29
1894,8,0.0565685,28
1895,9.6,0.0678823,23
1896,10,0.0707107,23
1897,8.3,0.0586899,26
1898,7.2,0.0509117,29
1899,7.2,0.0509117,28
1900,7.2,0.0509117,28
1901,7.2,0.0509117,28
1902,8,0.0565685,27
1903,8.2,0.0579828,26
1904,8.3,0.0586899,25
1905,8.3,0.0586899,24
1906,8.4,0.059397,23
1907,8.4,0.059397,23
1908,8.4,0.059397,23
1909,8.4,0.059397,23
1910,8.4,0.059397,23
1911,8.4,0.059397,23
1912,8.4,0.059397,23
1913,8.4,0.059397,23
1914,8.4,0.059397,23
1915,8.4,0.059397,23
1916,8.4,0.059397,23
1917,8.4,0.059397,23
1918,8.4,0.059397,23
1919,8.4,0.059397,23
1920,8.4,0.059397,23
1921,8.4,0.059397,23
1922,8.4,0.059397,23
1923,8.4,0.059397,23
1924,8.4,0.059397,23
1925,8.4,0.059397,23
1926,8.4,0.059397,23
1927,8.4,0.059397,23
1928,8.4,0.059397,23
1929,8.4,0.059397,23
1930,8.4,0.059397,23
1931,8.4,0.059397,23
1932,8.4,0.059397,23
1933,8.4,0.059397,23
1934,8.4,0.059397,23
1935,8.4,0.059397,23
1936,8.4,0.059397,23
1937,8.4,0.059397,23
1938,8.4,0.059397,23
1939,8.4,0.059397,23
1940,8.4,0.059397,23
1941,8.4,0.059397,23
1942,8.3,0.0586899,24
1943,9.6,0.0678823,22
